"iso_2","iso_3","country","continent","oecd","year","category","value"
"HU","HUN","Hungary","EU",1,"2010","1200",1.587
"HU","HUN","Hungary","EU",1,"2011","1200",1.685
"HU","HUN","Hungary","EU",1,"2011","CUS",0.137
"HU","HUN","Hungary","EU",1,"2012","CUS",0.121
"HU","HUN","Hungary","EU",1,"2013","CUS",0.118
"HU","HUN","Hungary","EU",1,"2014","CUS",0.137
"HU","HUN","Hungary","EU",1,"2013","2000",17.44
"HU","HUN","Hungary","EU",1,"2016","CUS",0.148
"HU","HUN","Hungary","EU",1,"2017","CUS",0.165
"HU","HUN","Hungary","EU",1,"2018","2000",18.687
"HU","HUN","Hungary","EU",1,"2013","4000",1.739
"HU","HUN","Hungary","EU",1,"2012","4000",1.562
"HU","HUN","Hungary","EU",1,"2008","1200",4.059
"HU","HUN","Hungary","EU",1,"2009","1200",2.866
"HU","HUN","Hungary","EU",1,"2012","2000",17.032
"HU","HUN","Hungary","EU",1,"2015","1200",2.154
"HU","HUN","Hungary","EU",1,"2012","1200",1.638
"HU","HUN","Hungary","EU",1,"2011","2000",17.953
"HU","HUN","Hungary","EU",1,"2018","CUS",0.235
"HU","HUN","Hungary","EU",1,"2011","4000",1.578
"HU","HUN","Hungary","EU",1,"2008","4000",1.339
"HU","HUN","Hungary","EU",1,"2009","4000",1.064
"HU","HUN","Hungary","EU",1,"2013","1200",1.808
"HU","HUN","Hungary","EU",1,"2014","1200",2.245
"IE","IRL","Ireland","EU",1,"2016","5000",23.206
"IE","IRL","Ireland","EU",1,"2009","1100",21.148
"IE","IRL","Ireland","EU",1,"2014","4000",5.627
"IE","IRL","Ireland","EU",1,"2014","5000",25.198
"IE","IRL","Ireland","EU",1,"2015","5000",22.201
"IE","IRL","Ireland","EU",1,"2013","4000",4.821
"IE","IRL","Ireland","EU",1,"2016","6000",0.013
"IE","IRL","Ireland","EU",1,"2017","5000",24.885
"IE","IRL","Ireland","EU",1,"2014","6000",0.027
"IE","IRL","Ireland","EU",1,"2015","6000",0.013
"IE","IRL","Ireland","EU",1,"2019","5000",26.964
"IE","IRL","Ireland","EU",1,"2020","5000",23.83
"IE","IRL","Ireland","EU",1,"2013","1100",22.594
"IE","IRL","Ireland","EU",1,"2014","1100",24.405
"IE","IRL","Ireland","EU",1,"2014","1300",0.006
"IE","IRL","Ireland","EU",1,"2015","1300",0.005
"IE","IRL","Ireland","EU",1,"2016","1300",0.005
"IE","IRL","Ireland","EU",1,"2012","5000",21.579
"IE","IRL","Ireland","EU",1,"2013","5000",22.993
"IE","IRL","Ireland","EU",1,"2008","1100",24.988
"IE","IRL","Ireland","EU",1,"2011","CUS",0.334
"IE","IRL","Ireland","EU",1,"2018","5000",26.692
"IE","IRL","Ireland","EU",1,"2009","6000",0.005
"IE","IRL","Ireland","EU",1,"2010","6000",0.008
"IE","IRL","Ireland","EU",1,"2011","6000",0.013
"IE","IRL","Ireland","EU",1,"2012","6000",0.012
"IE","IRL","Ireland","EU",1,"2013","6000",0.031
"IE","IRL","Ireland","EU",1,"2011","4000",3.956
"IE","IRL","Ireland","EU",1,"2012","4000",3.953
"IE","IRL","Ireland","EU",1,"2015","1100",21.878
"IE","IRL","Ireland","EU",1,"2015","4000",4.347
"IE","IRL","Ireland","EU",1,"2016","4000",4.249
"IE","IRL","Ireland","EU",1,"2017","4000",4.342
"IE","IRL","Ireland","EU",1,"2018","4000",5.094
"IE","IRL","Ireland","EU",1,"2010","1100",19.422
"IE","IRL","Ireland","EU",1,"2011","1100",21.8
"IE","IRL","Ireland","EU",1,"2012","1100",21.68
"IE","IRL","Ireland","EU",1,"2008","4000",4.872
"IE","IRL","Ireland","EU",1,"2009","4000",3.419
"IE","IRL","Ireland","EU",1,"2010","4000",3.165
"IE","IRL","Ireland","EU",1,"2020","1200",13.622
"IE","IRL","Ireland","EU",1,"2013","1300",0.006
"IE","IRL","Ireland","EU",1,"2008","3000",0.605
"IE","IRL","Ireland","EU",1,"2009","3000",0.511
"IE","IRL","Ireland","EU",1,"2017","1300",0.005
"IE","IRL","Ireland","EU",1,"2018","1300",0
"IE","IRL","Ireland","EU",1,"2019","1300",0
"IE","IRL","Ireland","EU",1,"2019","4000",4.964
"IE","IRL","Ireland","EU",1,"2008","6000",0
"IE","IRL","Ireland","EU",1,"2016","1200",8.131
"IE","IRL","Ireland","EU",1,"2017","1200",9.241
"IE","IRL","Ireland","EU",1,"2018","1200",12.276
"IE","IRL","Ireland","EU",1,"2019","1200",12.194
"IE","IRL","Ireland","EU",1,"2008","5000",29.567
"IE","IRL","Ireland","EU",1,"2009","5000",23.349
"IE","IRL","Ireland","EU",1,"2010","5000",22.011
"IE","IRL","Ireland","EU",1,"2011","5000",22.708
"IE","IRL","Ireland","EU",1,"2008","CUS",0.358
"IE","IRL","Ireland","EU",1,"2009","CUS",0.289
"IE","IRL","Ireland","EU",1,"2010","CUS",0.303
"IE","IRL","Ireland","EU",1,"2008","2000",12.209
"IE","IRL","Ireland","EU",1,"2009","2000",12.254
"IE","IRL","Ireland","EU",1,"2012","CUS",0.311
"IE","IRL","Ireland","EU",1,"2013","CUS",0.328
"IE","IRL","Ireland","EU",1,"2014","CUS",0.364
"IE","IRL","Ireland","EU",1,"2015","CUS",0.362
"IE","IRL","Ireland","EU",1,"2016","CUS",0.343
"IE","IRL","Ireland","EU",1,"2017","CUS",0.377
"IE","IRL","Ireland","EU",1,"2018","CUS",0.384
"IE","IRL","Ireland","EU",1,"2008","1200",7.419
"IE","IRL","Ireland","EU",1,"2016","1100",22.71
"IE","IRL","Ireland","EU",1,"2017","1100",24.122
"IE","IRL","Ireland","EU",1,"2018","1100",27.013
"IE","IRL","Ireland","EU",1,"2019","1100",27.708
"IE","IRL","Ireland","EU",1,"2020","1100",28.087
"IE","IRL","Ireland","EU",1,"2020","4000",4.871
"IE","IRL","Ireland","EU",1,"2015","1200",7.624
"IE","IRL","Ireland","EU",1,"2009","1300",0.006
"IE","IRL","Ireland","EU",1,"2010","1300",0.01
"IE","IRL","Ireland","EU",1,"2011","1300",0.006
"IE","IRL","Ireland","EU",1,"2012","1300",0.006
"IE","IRL","Ireland","EU",1,"2015","2000",11.085
"IE","IRL","Ireland","EU",1,"2016","2000",11.589
"IE","IRL","Ireland","EU",1,"2019","CUS",0.383
"IE","IRL","Ireland","EU",1,"2010","3000",0.411
"IE","IRL","Ireland","EU",1,"2011","3000",0.442
"IE","IRL","Ireland","EU",1,"2012","3000",0.38
"IE","IRL","Ireland","EU",1,"2020","1300",0
"IE","IRL","Ireland","EU",1,"2015","3000",0.396
"IE","IRL","Ireland","EU",1,"2016","3000",0.431
"IE","IRL","Ireland","EU",1,"2017","3000",0.486
"IE","IRL","Ireland","EU",1,"2018","3000",0.667
"IE","IRL","Ireland","EU",1,"2019","3000",0.866
"IE","IRL","Ireland","EU",1,"2020","3000",0.817
"IE","IRL","Ireland","EU",1,"2010","1200",5.225
"IE","IRL","Ireland","EU",1,"2011","1200",5.218
"IE","IRL","Ireland","EU",1,"2012","1200",5.096
"IE","IRL","Ireland","EU",1,"2009","1200",5.407
"IE","IRL","Ireland","EU",1,"2010","2000",11.202
"IE","IRL","Ireland","EU",1,"2011","2000",12.19
"IE","IRL","Ireland","EU",1,"2012","2000",10.712
"IE","IRL","Ireland","EU",1,"2013","1200",5.673
"IE","IRL","Ireland","EU",1,"2014","2000",12.459
"IE","IRL","Ireland","EU",1,"2018","2000",14.262
"IE","IRL","Ireland","EU",1,"2019","2000",14.708
"IE","IRL","Ireland","EU",1,"2013","2000",11.754
"IE","IRL","Ireland","EU",1,"2017","2000",12.496
"IE","IRL","Ireland","EU",1,"2014","1200",6.127
"IE","IRL","Ireland","EU",1,"2008","1300",0
"IE","IRL","Ireland","EU",1,"2020","2000",14.611
"IE","IRL","Ireland","EU",1,"2013","3000",0.417
"IE","IRL","Ireland","EU",1,"2017","6000",0.01
"IE","IRL","Ireland","EU",1,"2019","6000",0.006
"IE","IRL","Ireland","EU",1,"2020","6000",0.01
"IE","IRL","Ireland","EU",1,"2018","6000",0.011
"IE","IRL","Ireland","EU",1,"2020","CUS",0.31
"IE","IRL","Ireland","EU",1,"2014","3000",0.448
"IS","ISL","Iceland","EU",1,"2020","1100",3.318
"IS","ISL","Iceland","EU",1,"2016","4000",3.58
"IS","ISL","Iceland","EU",1,"2018","4000",0.525
"IS","ISL","Iceland","EU",1,"2008","6000",0.024
"IS","ISL","Iceland","EU",1,"2012","1200",0.272
"IS","ISL","Iceland","EU",1,"2020","4000",0.531
"IS","ISL","Iceland","EU",1,"2017","4000",0.505
"IS","ISL","Iceland","EU",1,"2011","1200",0.254
"IS","ISL","Iceland","EU",1,"2012","6000",0.08
"IS","ISL","Iceland","EU",1,"2013","1300",0.135
"IS","ISL","Iceland","EU",1,"2013","6000",0.09
"IS","ISL","Iceland","EU",1,"2020","1200",0.468
"IS","ISL","Iceland","EU",1,"2018","1100",3.809
"IS","ISL","Iceland","EU",1,"2019","1100",3.55
"IS","ISL","Iceland","EU",1,"2015","4000",0.33
"IS","ISL","Iceland","EU",1,"2010","1200",0.12
"IS","ISL","Iceland","EU",1,"2018","6000",0.157
"IS","ISL","Iceland","EU",1,"2019","6000",0.152
"IS","ISL","Iceland","EU",1,"2019","4000",0.519
"IS","ISL","Iceland","EU",1,"2009","6000",0.05
"IS","ISL","Iceland","EU",1,"2010","6000",0.049
"IS","ISL","Iceland","EU",1,"2011","6000",0.066
"IS","ISL","Iceland","EU",1,"2018","1200",0.626
"IS","ISL","Iceland","EU",1,"2019","1200",0.513
"IS","ISL","Iceland","EU",1,"2008","5000",2.283
"IS","ISL","Iceland","EU",1,"2014","6000",0.375
"IS","ISL","Iceland","EU",1,"2015","6000",0.291
"IS","ISL","Iceland","EU",1,"2016","6000",0.123
"IS","ISL","Iceland","EU",1,"2017","6000",0.154
"IS","ISL","Iceland","EU",1,"2014","5000",2.056
"IS","ISL","Iceland","EU",1,"2015","5000",1.993
"IS","ISL","Iceland","EU",1,"2020","6000",0.143
"IS","ISL","Iceland","EU",1,"2008","1300",0.447
"IS","ISL","Iceland","EU",1,"2016","1200",0.514
"IS","ISL","Iceland","EU",1,"2017","1200",0.749
"IS","ISL","Iceland","EU",1,"2020","5000",2.428
"IS","ISL","Iceland","EU",1,"2015","1100",2.259
"IS","ISL","Iceland","EU",1,"2016","1100",2.793
"IS","ISL","Iceland","EU",1,"2017","1100",3.505
"IS","ISL","Iceland","EU",1,"2013","4000",0.381
"IS","ISL","Iceland","EU",1,"2014","4000",0.425
"IS","ISL","Iceland","EU",1,"2009","1200",0.214
"IS","ISL","Iceland","EU",1,"2019","2000",0.794
"IS","ISL","Iceland","EU",1,"2020","2000",0.696
"IS","ISL","Iceland","EU",1,"2019","1300",0.26
"IS","ISL","Iceland","EU",1,"2013","1200",0.331
"IS","ISL","Iceland","EU",1,"2014","1200",0.572
"IS","ISL","Iceland","EU",1,"2009","1300",0.171
"IS","ISL","Iceland","EU",1,"2010","1300",0.227
"IS","ISL","Iceland","EU",1,"2011","1300",0.145
"IS","ISL","Iceland","EU",1,"2012","1300",0.118
"IS","ISL","Iceland","EU",1,"2008","3000",0.025
"IS","ISL","Iceland","EU",1,"2014","1300",0.198
"IS","ISL","Iceland","EU",1,"2015","1300",0.231
"IS","ISL","Iceland","EU",1,"2016","1300",0.248
"IS","ISL","Iceland","EU",1,"2017","1300",0.277
"IS","ISL","Iceland","EU",1,"2018","1300",0.292
"IS","ISL","Iceland","EU",1,"2008","1100",2.223
"IS","ISL","Iceland","EU",1,"2020","1300",0.188
"IS","ISL","Iceland","EU",1,"2015","3000",0.05
"IS","ISL","Iceland","EU",1,"2016","3000",0.061
"IS","ISL","Iceland","EU",1,"2017","3000",0.074
"IS","ISL","Iceland","EU",1,"2018","3000",0.079
"IS","ISL","Iceland","EU",1,"2019","3000",0.074
"IS","ISL","Iceland","EU",1,"2020","3000",0.067
"IS","ISL","Iceland","EU",1,"2009","5000",1.457
"IS","ISL","Iceland","EU",1,"2010","5000",1.555
"IS","ISL","Iceland","EU",1,"2011","5000",1.744
"IS","ISL","Iceland","EU",1,"2012","5000",1.747
"IS","ISL","Iceland","EU",1,"2013","5000",1.855
"IS","ISL","Iceland","EU",1,"2011","3000",0.025
"IS","ISL","Iceland","EU",1,"2016","5000",2.428
"IS","ISL","Iceland","EU",1,"2017","5000",3.08
"IS","ISL","Iceland","EU",1,"2018","5000",3.182
"IS","ISL","Iceland","EU",1,"2019","5000",2.797
"IS","ISL","Iceland","EU",1,"2013","1100",2.117
"IS","ISL","Iceland","EU",1,"2014","1100",2.319
"IS","ISL","Iceland","EU",1,"2010","4000",0.311
"IS","ISL","Iceland","EU",1,"2011","4000",0.338
"IS","ISL","Iceland","EU",1,"2012","4000",0.354
"IS","ISL","Iceland","EU",1,"2008","1200",0.324
"IS","ISL","Iceland","EU",1,"2018","2000",0.907
"IS","ISL","Iceland","EU",1,"2010","3000",0.023
"IS","ISL","Iceland","EU",1,"2015","1200",0.398
"IS","ISL","Iceland","EU",1,"2012","3000",0.043
"IS","ISL","Iceland","EU",1,"2013","3000",0.053
"IS","ISL","Iceland","EU",1,"2014","3000",0.06
"IS","ISL","Iceland","EU",1,"2014","2000",0.629
"IS","ISL","Iceland","EU",1,"2012","1100",1.874
"IS","ISL","Iceland","EU",1,"2008","4000",0.377
"IS","ISL","Iceland","EU",1,"2009","4000",0.265
"IS","ISL","Iceland","EU",1,"2010","1100",1.614
"IS","ISL","Iceland","EU",1,"2015","2000",0.604
"IS","ISL","Iceland","EU",1,"2016","2000",0.706
"IS","ISL","Iceland","EU",1,"2009","3000",0.02
"IS","ISL","Iceland","EU",1,"2012","2000",0.519
"IS","ISL","Iceland","EU",1,"2011","1100",1.901
"IS","ISL","Iceland","EU",1,"2010","2000",0.52
"IS","ISL","Iceland","EU",1,"2009","1100",1.555
"IS","ISL","Iceland","EU",1,"2017","2000",0.839
"IS","ISL","Iceland","EU",1,"2013","2000",0.572
"IS","ISL","Iceland","EU",1,"2009","2000",0.371
"IS","ISL","Iceland","EU",1,"2011","2000",0.576
"IS","ISL","Iceland","EU",1,"2008","2000",0.473
"IL","ISR","Israel","AS",1,"2011","5000",31.403
"IL","ISR","Israel","AS",1,"2012","5000",29.924
"IL","ISR","Israel","AS",1,"2013","5000",34.637
"IL","ISR","Israel","AS",1,"2009","5000",24.04
"IL","ISR","Israel","AS",1,"2010","5000",28.332
"IL","ISR","Israel","AS",1,"2016","5000",37.551
"IL","ISR","Israel","AS",1,"2017","5000",39.763
"IL","ISR","Israel","AS",1,"2019","2000",20.88
"IL","ISR","Israel","AS",1,"2020","2000",20.578
"IL","ISR","Israel","AS",1,"2013","6000",0
"IL","ISR","Israel","AS",1,"2020","1100",26.788
"IL","ISR","Israel","AS",1,"2008","5000",25.457
"IL","ISR","Israel","AS",1,"2012","6000",0
"IL","ISR","Israel","AS",1,"2015","5000",35.54
"IL","ISR","Israel","AS",1,"2016","1200",9.837
"IL","ISR","Israel","AS",1,"2017","1200",11.643
"IL","ISR","Israel","AS",1,"2019","1200",12.146
"IL","ISR","Israel","AS",1,"2020","1200",11.284
"IL","ISR","Israel","AS",1,"2016","2000",16.526
"IL","ISR","Israel","AS",1,"2017","2000",18.57
"IL","ISR","Israel","AS",1,"2018","2000",19.648
"IL","ISR","Israel","AS",1,"2016","1100",19.691
"IL","ISR","Israel","AS",1,"2017","1100",23.729
"IL","ISR","Israel","AS",1,"2018","1100",23.622
"IL","ISR","Israel","AS",1,"2013","1200",10.152
"IL","ISR","Israel","AS",1,"2014","1200",9.775
"IL","ISR","Israel","AS",1,"2014","5000",37.589
"IL","ISR","Israel","AS",1,"2015","1200",8.921
"IL","ISR","Israel","AS",1,"2010","2000",12.154
"IL","ISR","Israel","AS",1,"2011","2000",13.642
"IL","ISR","Israel","AS",1,"2018","1200",11.942
"IL","ISR","Israel","AS",1,"2014","2000",15.691
"IL","ISR","Israel","AS",1,"2015","2000",15.323
"IL","ISR","Israel","AS",1,"2018","5000",41.568
"IL","ISR","Israel","AS",1,"2019","5000",43.128
"IL","ISR","Israel","AS",1,"2020","5000",43.208
"IL","ISR","Israel","AS",1,"2013","4000",9.043
"IL","ISR","Israel","AS",1,"2019","1100",25.109
"IL","ISR","Israel","AS",1,"2012","1200",7.027
"IL","ISR","Israel","AS",1,"2008","2000",11.282
"IL","ISR","Israel","AS",1,"2018","4000",11.775
"IL","ISR","Israel","AS",1,"2019","4000",12.281
"IL","ISR","Israel","AS",1,"2020","4000",11.991
"IL","ISR","Israel","AS",1,"2008","6000",0
"IL","ISR","Israel","AS",1,"2008","1300",0.997
"IL","ISR","Israel","AS",1,"2009","6000",0
"IL","ISR","Israel","AS",1,"2010","6000",0
"IL","ISR","Israel","AS",1,"2011","6000",0
"IL","ISR","Israel","AS",1,"2013","1300",2.087
"IL","ISR","Israel","AS",1,"2014","1300",2.032
"IL","ISR","Israel","AS",1,"2015","4000",9.967
"IL","ISR","Israel","AS",1,"2016","4000",10.203
"IL","ISR","Israel","AS",1,"2017","4000",11.353
"IL","ISR","Israel","AS",1,"2008","1100",14.901
"IL","ISR","Israel","AS",1,"2009","1100",12.117
"IL","ISR","Israel","AS",1,"2010","1100",12.924
"IL","ISR","Israel","AS",1,"2011","1100",14.526
"IL","ISR","Israel","AS",1,"2012","1100",13.835
"IL","ISR","Israel","AS",1,"2013","1100",15.88
"IL","ISR","Israel","AS",1,"2014","1100",17.645
"IL","ISR","Israel","AS",1,"2015","1100",18.237
"IL","ISR","Israel","AS",1,"2008","1200",6.887
"IL","ISR","Israel","AS",1,"2009","1200",5.262
"IL","ISR","Israel","AS",1,"2010","1200",6.196
"IL","ISR","Israel","AS",1,"2011","1200",7.732
"IL","ISR","Israel","AS",1,"2014","6000",0
"IL","ISR","Israel","AS",1,"2015","6000",0
"IL","ISR","Israel","AS",1,"2009","2000",10.499
"IL","ISR","Israel","AS",1,"2017","6000",0
"IL","ISR","Israel","AS",1,"2018","6000",0
"IL","ISR","Israel","AS",1,"2012","2000",13.064
"IL","ISR","Israel","AS",1,"2013","2000",14.786
"IL","ISR","Israel","AS",1,"2008","4000",6.941
"IL","ISR","Israel","AS",1,"2010","4000",7.725
"IL","ISR","Israel","AS",1,"2011","4000",8.69
"IL","ISR","Israel","AS",1,"2012","4000",7.782
"IL","ISR","Israel","AS",1,"2008","3000",2.58
"IL","ISR","Israel","AS",1,"2014","4000",9.614
"IL","ISR","Israel","AS",1,"2009","3000",2.437
"IL","ISR","Israel","AS",1,"2016","1300",1.856
"IL","ISR","Israel","AS",1,"2016","6000",0
"IL","ISR","Israel","AS",1,"2018","1300",1.988
"IL","ISR","Israel","AS",1,"2019","1300",2.152
"IL","ISR","Israel","AS",1,"2019","6000",0
"IL","ISR","Israel","AS",1,"2020","6000",0
"IL","ISR","Israel","AS",1,"2009","1300",1.166
"IL","ISR","Israel","AS",1,"2010","1300",1.86
"IL","ISR","Israel","AS",1,"2011","1300",1.871
"IL","ISR","Israel","AS",1,"2012","1300",2.638
"IL","ISR","Israel","AS",1,"2017","1300",5.453
"IL","ISR","Israel","AS",1,"2015","1300",2.162
"IL","ISR","Israel","AS",1,"2012","3000",3.093
"IL","ISR","Israel","AS",1,"2020","1300",2.496
"IL","ISR","Israel","AS",1,"2016","3000",3.665
"IL","ISR","Israel","AS",1,"2011","3000",3.061
"IL","ISR","Israel","AS",1,"2019","3000",4.536
"IL","ISR","Israel","AS",1,"2020","3000",4.705
"IL","ISR","Israel","AS",1,"2013","3000",3.541
"IL","ISR","Israel","AS",1,"2018","3000",4.403
"IL","ISR","Israel","AS",1,"2017","3000",4.222
"IL","ISR","Israel","AS",1,"2015","3000",3.543
"IL","ISR","Israel","AS",1,"2009","4000",6.41
"IL","ISR","Israel","AS",1,"2010","3000",2.756
"IL","ISR","Israel","AS",1,"2014","3000",3.704
"IT","ITA","Italy","EU",1,"2014","4000",62.176
"IT","ITA","Italy","EU",1,"2014","1300",10.154
"IT","ITA","Italy","EU",1,"2015","4000",51.316
"IT","ITA","Italy","EU",1,"2010","4000",42.966
"IT","ITA","Italy","EU",1,"2015","1300",8.633
"IT","ITA","Italy","EU",1,"2016","1300",9.226
"IT","ITA","Italy","EU",1,"2017","1300",8.537
"IT","ITA","Italy","EU",1,"2011","4000",50.195
"IT","ITA","Italy","EU",1,"2012","4000",56.096
"IT","ITA","Italy","EU",1,"2013","4000",58.255
"IT","ITA","Italy","EU",1,"2015","3000",0
"IT","ITA","Italy","EU",1,"2018","1300",7.855
"IT","ITA","Italy","EU",1,"2019","1300",9.402
"IT","ITA","Italy","EU",1,"2008","1200",69.826
"IT","ITA","Italy","EU",1,"2009","4000",56.939
"IT","ITA","Italy","EU",1,"2008","6000",53.208
"IT","ITA","Italy","EU",1,"2009","6000",43.973
"IT","ITA","Italy","EU",1,"2008","4000",42.758
"IT","ITA","Italy","EU",1,"2011","6000",45.816
"IT","ITA","Italy","EU",1,"2009","1200",52.02
"IT","ITA","Italy","EU",1,"2010","1200",48.659
"IT","ITA","Italy","EU",1,"2010","6000",42.301
"IT","ITA","Italy","EU",1,"2020","1300",9.693
"IT","ITA","Italy","EU",1,"2016","6000",22.314
"IT","ITA","Italy","EU",1,"2017","6000",25.08
"IT","ITA","Italy","EU",1,"2011","1200",49.778
"IT","ITA","Italy","EU",1,"2017","3000",0
"IT","ITA","Italy","EU",1,"2018","3000",0
"IT","ITA","Italy","EU",1,"2019","3000",0
"IT","ITA","Italy","EU",1,"2020","3000",0
"IT","ITA","Italy","EU",1,"2008","5000",250.062
"IT","ITA","Italy","EU",1,"2009","5000",230.918
"IT","ITA","Italy","EU",1,"2012","6000",42.668
"IT","ITA","Italy","EU",1,"2013","6000",42.453
"IT","ITA","Italy","EU",1,"2014","6000",40.304
"IT","ITA","Italy","EU",1,"2012","1200",49.628
"IT","ITA","Italy","EU",1,"2013","5000",248.521
"IT","ITA","Italy","EU",1,"2014","5000",256.015
"IT","ITA","Italy","EU",1,"2016","3000",0
"IT","ITA","Italy","EU",1,"2008","1100",267.262
"IT","ITA","Italy","EU",1,"2009","1100",244.117
"IT","ITA","Italy","EU",1,"2016","5000",226.802
"IT","ITA","Italy","EU",1,"2017","5000",236.624
"IT","ITA","Italy","EU",1,"2018","5000",250.267
"IT","ITA","Italy","EU",1,"2019","5000",240.656
"IT","ITA","Italy","EU",1,"2020","5000",216.895
"IT","ITA","Italy","EU",1,"2015","1100",204.806
"IT","ITA","Italy","EU",1,"2016","1100",203.215
"IT","ITA","Italy","EU",1,"2015","6000",31.141
"IT","ITA","Italy","EU",1,"2018","1100",224.137
"IT","ITA","Italy","EU",1,"2013","1200",54.685
"IT","ITA","Italy","EU",1,"2015","5000",217.952
"IT","ITA","Italy","EU",1,"2008","1300",3.715
"IT","ITA","Italy","EU",1,"2009","1300",3.24
"IT","ITA","Italy","EU",1,"2010","1300",3.04
"IT","ITA","Italy","EU",1,"2011","1300",3.647
"IT","ITA","Italy","EU",1,"2012","1300",6.324
"IT","ITA","Italy","EU",1,"2013","1300",8.103
"IT","ITA","Italy","EU",1,"2008","3000",0
"IT","ITA","Italy","EU",1,"2009","3000",0
"IT","ITA","Italy","EU",1,"2010","3000",0
"IT","ITA","Italy","EU",1,"2017","1100",211.83
"IT","ITA","Italy","EU",1,"2012","3000",0
"IT","ITA","Italy","EU",1,"2013","3000",0
"IT","ITA","Italy","EU",1,"2014","3000",0
"IT","ITA","Italy","EU",1,"2010","2000",276.967
"IT","ITA","Italy","EU",1,"2011","2000",294.284
"IT","ITA","Italy","EU",1,"2018","6000",28.264
"IT","ITA","Italy","EU",1,"2019","6000",27.176
"IT","ITA","Italy","EU",1,"2020","6000",23.268
"IT","ITA","Italy","EU",1,"2015","2000",237.812
"IT","ITA","Italy","EU",1,"2016","2000",238.714
"IT","ITA","Italy","EU",1,"2017","2000",248.7
"IT","ITA","Italy","EU",1,"2010","5000",236.89
"IT","ITA","Italy","EU",1,"2011","3000",0
"IT","ITA","Italy","EU",1,"2012","5000",243.701
"IT","ITA","Italy","EU",1,"2008","2000",309.118
"IT","ITA","Italy","EU",1,"2009","2000",288.462
"IT","ITA","Italy","EU",1,"2017","4000",48.996
"IT","ITA","Italy","EU",1,"2018","4000",52.03
"IT","ITA","Italy","EU",1,"2012","2000",271.074
"IT","ITA","Italy","EU",1,"2013","2000",279.388
"IT","ITA","Italy","EU",1,"2014","2000",278.221
"IT","ITA","Italy","EU",1,"2016","1200",40.026
"IT","ITA","Italy","EU",1,"2017","1200",40.697
"IT","ITA","Italy","EU",1,"2018","1200",38.811
"IT","ITA","Italy","EU",1,"2018","2000",271.021
"IT","ITA","Italy","EU",1,"2019","2000",265.681
"IT","ITA","Italy","EU",1,"2020","2000",254.75
"IT","ITA","Italy","EU",1,"2008","CUS",3.216
"IT","ITA","Italy","EU",1,"2016","4000",51.852
"IT","ITA","Italy","EU",1,"2010","CUS",2.946
"IT","ITA","Italy","EU",1,"2011","CUS",3.225
"IT","ITA","Italy","EU",1,"2019","4000",48.38
"IT","ITA","Italy","EU",1,"2020","4000",46.258
"IT","ITA","Italy","EU",1,"2015","1200",37.196
"IT","ITA","Italy","EU",1,"2015","CUS",2.492
"IT","ITA","Italy","EU",1,"2016","CUS",2.469
"IT","ITA","Italy","EU",1,"2017","CUS",2.587
"IT","ITA","Italy","EU",1,"2019","1200",39.474
"IT","ITA","Italy","EU",1,"2020","1200",39.516
"IT","ITA","Italy","EU",1,"2011","5000",259.461
"IT","ITA","Italy","EU",1,"2012","CUS",2.67
"IT","ITA","Italy","EU",1,"2009","CUS",2.79
"IT","ITA","Italy","EU",1,"2014","CUS",2.683
"IT","ITA","Italy","EU",1,"2019","1100",219.551
"IT","ITA","Italy","EU",1,"2010","1100",239.076
"IT","ITA","Italy","EU",1,"2013","CUS",2.509
"IT","ITA","Italy","EU",1,"2018","CUS",2.709
"IT","ITA","Italy","EU",1,"2014","1200",46.939
"IT","ITA","Italy","EU",1,"2020","CUS",2.246
"IT","ITA","Italy","EU",1,"2011","1100",251.406
"IT","ITA","Italy","EU",1,"2019","CUS",2.59
"IT","ITA","Italy","EU",1,"2013","1100",246.909
"IT","ITA","Italy","EU",1,"2020","1100",217.255
"IT","ITA","Italy","EU",1,"2012","1100",241.175
"IT","ITA","Italy","EU",1,"2014","1100",241.681
"JP","JPN","Japan","AS",1,"2008","1300",0
"JP","JPN","Japan","AS",1,"2016","4000",125.605
"JP","JPN","Japan","AS",1,"2008","2000",537.296
"JP","JPN","Japan","AS",1,"2010","1300",0
"JP","JPN","Japan","AS",1,"2017","4000",125.937
"JP","JPN","Japan","AS",1,"2009","1300",0
"JP","JPN","Japan","AS",1,"2015","4000",113.603
"JP","JPN","Japan","AS",1,"2015","1300",0
"JP","JPN","Japan","AS",1,"2011","1300",0
"JP","JPN","Japan","AS",1,"2013","1300",0
"JP","JPN","Japan","AS",1,"2014","1300",0
"JP","JPN","Japan","AS",1,"2009","5000",264.488
"JP","JPN","Japan","AS",1,"2010","5000",288.408
"JP","JPN","Japan","AS",1,"2011","5000",313.122
"JP","JPN","Japan","AS",1,"2018","4000",128.945
"JP","JPN","Japan","AS",1,"2019","4000",132.194
"JP","JPN","Japan","AS",1,"2014","5000",282.674
"JP","JPN","Japan","AS",1,"2015","5000",290.68
"JP","JPN","Japan","AS",1,"2012","1300",0
"JP","JPN","Japan","AS",1,"2008","6000",3.64
"JP","JPN","Japan","AS",1,"2009","6000",4.055
"JP","JPN","Japan","AS",1,"2010","6000",4.444
"JP","JPN","Japan","AS",1,"2011","6000",4.648
"JP","JPN","Japan","AS",1,"2014","4000",121.361
"JP","JPN","Japan","AS",1,"2016","1100",279.71
